利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 Id,订单日期,邮寄方式,销售额
0.22,1,Eaton,"Eaton 计划信息表, 优质",21.0,2016/6/25,中国,西南,毕节,纸张,贺婉,0.0,1,贵州,办公用品,公司,CN-2016-3284020,2016/6/20,标准级,96.0
0.07,1,Binney & Smith,"Binney & Smith 画布, 金属",17.0,2016/1/28,中国,西南,昆明,美术,丁妮,0.0,1,云南,办公用品,公司,CN-2016-2518780,2016/1/23,标准级,246.0
0.26,1,Cardinal,"Cardinal 标签, 实惠",9.0,2017/10/26,中国,西南,海口,装订机,付涛,0.0,1,云南,办公用品,公司,CN-2017-4719054,2017/10/21,标准级,34.0
0.44,1,Hamilton Beach,"Hamilton Beach 微波炉, 银色",1163.0,2018/6/27,中国,西南,贵阳,器具,佘凤,0.0,2,贵州,办公用品,公司,CN-2018-3360134,2018/6/22,标准级,2644.0
0.4,1,Rogers,"Rogers 盘, 单宽度",230.0,2018/5/21,中国,西南,重庆,收纳具,杨栋,0.0,2,重庆,办公用品,公司,CN-2018-4607746,2018/5/16,标准级,576.0
0.1,1,Harbour Creations,"Harbour Creations 有色标签, 红色",12.0,2016/11/6,中国,西南,海口,标签,袁平,0.0,2,云南,办公用品,公司,CN-2016-2506507,2016/11/1,标准级,119.0
0.08,1,Kleencut,"Kleencut 开信刀, 蓝色",20.0,2018/12/2,中国,西南,昭通,用品,陈健,0.0,2,云南,办公用品,公司,US-2018-5315398,2018/11/28,标准级,253.0
0.14,1,Acme,"Acme 大剪刀, 工业",67.0,2016/1/9,中国,西南,万县,用品,邵伟,0.0,2,重庆,办公用品,公司,CN-2016-5784606,2016/1/5,标准级,481.0
0.35,1,Green Bar,"Green Bar 信纸, 优质",158.0,2018/12/29,中国,西南,成都,纸张,宋良,0.0,2,四川,办公用品,公司,US-2018-4764837,2018/12/25,标准级,452.0
0.32,1,施乐,"施乐 计划信息表, 多色",65.0,2015/8/29,中国,西南,重庆,纸张,薛健,0.0,2,重庆,办公用品,公司,CN-2015-3367931,2015/8/24,标准级,203.0
0.22,1,BIC,"BIC 画布, 混合尺寸",117.0,2017/10/26,中国,西南,海口,美术,付涛,0.0,2,云南,办公用品,公司,CN-2017-4719054,2017/10/21,标准级,531.0
0.38,1,Boston,"Boston 荧光笔, 蓝色",67.0,2016/2/24,中国,西南,万县,美术,巩凤,0.0,2,重庆,办公用品,公司,CN-2016-1525230,2016/2/20,标准级,176.0
0.4,1,GlobeWeis,"GlobeWeis 邮寄品, 回收",209.0,2016/3/3,中国,西南,昆明,信封,薛立伟,0.0,3,云南,办公用品,公司,CN-2016-2245112,2016/2/27,标准级,523.0
0.01,1,Ames,"Ames 搭扣信封, 银色",1.0,2017/9/21,中国,西南,德阳,信封,徐虢,0.0,3,四川,办公用品,公司,CN-2017-3789495,2017/9/17,标准级,134.0
0.4,1,Tenex,"Tenex 搁板, 金属",301.0,2016/3/3,中国,西南,昆明,收纳具,薛立伟,0.0,3,云南,办公用品,公司,CN-2016-2245112,2016/2/27,标准级,752.0
0.07,1,Fellowes,"Fellowes 文件夹, 金属",25.0,2017/7/7,中国,西南,重庆,收纳具,邱谦,0.0,3,重庆,办公用品,公司,CN-2017-3064630,2017/7/2,标准级,357.0
0.48,1,Rogers,"Rogers 文件夹, 蓝色",206.0,2017/7/7,中国,西南,重庆,收纳具,邱谦,0.0,3,重庆,办公用品,公司,CN-2017-3064630,2017/7/2,标准级,430.0
0.11,1,Harbour Creations,"Harbour Creations 运输标签, 白色",18.0,2018/11/16,中国,西南,开远,标签,薛庆缘,0.0,3,云南,办公用品,公司,CN-2018-4853457,2018/11/12,标准级,160.0
0.42,1,Smead,"Smead 有色标签, 可调",64.0,2016/6/25,中国,西南,毕节,标签,贺婉,0.0,3,贵州,办公用品,公司,CN-2016-3284020,2016/6/20,标准级,153.0
0.36,1,Stiletto,"Stiletto 尺子, 蓝色",75.0,2016/10/23,中国,西南,昆明,用品,叶柏,0.0,3,云南,办公用品,公司,CN-2016-5774848,2016/10/19,标准级,208.0
0.1,1,Kleencut,"Kleencut 美工刀, 工业",50.0,2018/8/22,中国,西南,重庆,用品,钟宣,0.0,3,重庆,办公用品,公司,CN-2018-1048520,2018/8/17,标准级,508.0
0.49,1,Stockwell,"Stockwell 图钉, 每包 12 个",89.0,2015/11/1,中国,西南,重庆,系固件,孟珊,0.0,3,重庆,办公用品,公司,CN-2015-5105254,2015/10/26,标准级,181.0
0.33,1,Eaton,"Eaton 备忘录便条, 优质",63.0,2018/12/2,中国,西南,昭通,纸张,陈健,0.0,3,云南,办公用品,公司,US-2018-5315398,2018/11/28,标准级,192.0
0.24,1,施乐,"施乐 羊皮纸, 每包 12 个",58.0,2018/12/2,中国,西南,昭通,纸张,陈健,0.0,3,云南,办公用品,公司,US-2018-5315398,2018/11/28,标准级,244.0
0.28,1,SanDisk,"SanDisk 备忘录便条, 回收",66.0,2015/8/29,中国,西南,重庆,纸张,薛健,0.0,3,重庆,办公用品,公司,CN-2015-3367931,2015/8/24,标准级,236.0
0.48,1,Sanford,"Sanford 记号笔, 金属",165.0,2018/12/2,中国,西南,昭通,美术,陈健,0.0,3,云南,办公用品,公司,US-2018-5315398,2018/11/28,标准级,343.0
0.15,1,BIC,"BIC 钢笔, 混合尺寸",37.0,2017/10/26,中国,西南,海口,美术,付涛,0.0,3,云南,办公用品,公司,CN-2017-4719054,2017/10/21,标准级,244.0
0.02,1,Wilson Jones,"Wilson Jones 孔加固材料, 回收",1.0,2016/10/23,中国,西南,昆明,装订机,叶柏,0.0,3,云南,办公用品,公司,CN-2016-5774848,2016/10/19,标准级,68.0
0.24,1,Wilson Jones,"Wilson Jones 孔加固材料, 实惠",15.0,2017/10/28,中国,西南,昆明,装订机,孙梦,0.0,3,云南,办公用品,公司,CN-2017-5533473,2017/10/23,标准级,63.0
0.4,1,Wilson Jones,"Wilson Jones 孔加固材料, 透明",22.0,2016/1/9,中国,西南,万县,装订机,邵伟,0.0,3,重庆,办公用品,公司,CN-2016-5784606,2016/1/5,标准级,56.0
0.48,1,Cameo,"Cameo 邮寄品, 每套 50 个",342.0,2016/7/22,中国,西南,自贡,信封,谭立,0.0,4,四川,办公用品,公司,CN-2016-2018203,2016/7/18,标准级,712.0
0.07,1,Fellowes,"Fellowes 文件夹, 金属",33.0,2017/9/8,中国,西南,重庆,收纳具,侯虹,0.0,4,重庆,办公用品,公司,CN-2017-2640851,2017/9/3,标准级,475.0
0.42,1,Novimex,"Novimex 文件夹标签, 红色",63.0,2016/11/11,中国,西南,永川,标签,韦华,0.0,4,重庆,办公用品,公司,CN-2016-5468349,2016/11/7,标准级,151.0
0.49,1,Kleencut,"Kleencut 美工刀, 蓝色",316.0,2015/11/1,中国,西南,重庆,用品,孟珊,0.0,4,重庆,办公用品,公司,CN-2015-5105254,2015/10/26,标准级,647.0
0.16,1,Binney & Smith,"Binney & Smith 画布, 蓝色",153.0,2018/11/16,中国,西南,开远,美术,薛庆缘,0.0,4,云南,办公用品,公司,CN-2018-4853457,2018/11/12,标准级,959.0
0.04,1,BIC,"BIC 记号笔, 金属",20.0,2016/6/25,中国,西南,毕节,美术,贺婉,0.0,4,贵州,办公用品,公司,CN-2016-3284020,2016/6/20,标准级,517.0
0.0,1,Wilson Jones,"Wilson Jones 装订机, 耐用",0.0,2016/6/22,中国,西南,遵义,装订机,郝涛,0.0,4,贵州,办公用品,公司,CN-2016-1349856,2016/6/15,标准级,271.0
0.08,1,Hoover,"Hoover 冰箱, 银色",984.0,2017/10/28,中国,西南,昆明,器具,孙梦,0.0,5,云南,办公用品,公司,CN-2017-5533473,2017/10/23,标准级,12297.0
0.25,1,Avery,"Avery 合法证物标签, 白色",66.0,2016/11/30,中国,西南,成都,标签,邱刚,0.0,5,四川,办公用品,公司,CN-2016-5378913,2016/11/26,标准级,265.0
0.09,1,Binney & Smith,"Binney & Smith 速写本, 整包",97.0,2017/10/26,中国,西南,海口,美术,付涛,0.0,5,云南,办公用品,公司,CN-2017-4719054,2017/10/21,标准级,1087.0
0.19,1,Acco,"Acco 装订机盖, 实惠",59.0,2018/8/19,中国,西南,重庆,装订机,袁丽娜,0.0,5,重庆,办公用品,公司,CN-2018-5386632,2018/8/12,标准级,311.0
0.41,1,Fellowes,"Fellowes 搁板, 单宽度",774.0,2017/8/31,中国,西南,重庆,收纳具,冯娜,0.0,7,重庆,办公用品,公司,CN-2017-3258425,2017/8/27,标准级,1890.0
0.22,1,Breville,"Breville 烤面包机, 黑色",625.0,2016/1/14,中国,西南,重庆,器具,彭欢,0.0,8,重庆,办公用品,公司,CN-2016-3777715,2016/1/10,标准级,2843.0
0.39,1,Stockwell,"Stockwell 回形针, 金属",204.0,2016/9/24,中国,西南,威宁,系固件,袁平,0.0,8,贵州,办公用品,公司,CN-2016-4114478,2016/9/20,标准级,523.0
0.02,1,Cardinal,"Cardinal 孔加固材料, 耐用",5.0,2016/1/14,中国,西南,重庆,装订机,彭欢,0.0,9,重庆,办公用品,公司,CN-2016-3777715,2016/1/10,标准级,287.0
-0.45,1,Acme,"Acme 美工刀, 蓝色",-95.0,2016/11/30,中国,西南,成都,用品,邱刚,0.4,2,四川,办公用品,公司,CN-2016-5378913,2016/11/26,标准级,212.0
-0.35,1,Ibico,"Ibico 打孔机, 实惠",-60.0,2016/9/14,中国,西南,内江,装订机,袁荣,0.4,2,四川,办公用品,公司,CN-2016-3815654,2016/9/7,标准级,171.0
0.13,1,Hoover,"Hoover 烤面包机, 黑色",93.0,2016/11/30,中国,西南,成都,器具,邱刚,0.4,3,四川,办公用品,公司,CN-2016-5378913,2016/11/26,标准级,698.0
-0.24,1,Stockwell,"Stockwell 图钉, 金属",-26.0,2016/9/14,中国,西南,内江,系固件,袁荣,0.4,3,四川,办公用品,公司,CN-2016-3815654,2016/9/7,标准级,111.0
0.0,1,OIC,"OIC 回形针, 整包",0.0,2015/11/26,中国,西南,内江,系固件,赖虎,0.4,3,四川,办公用品,公司,US-2015-1187433,2015/11/19,标准级,121.0
-0.15,1,Stockwell,"Stockwell 按钉, 混合尺寸",-15.0,2018/1/5,中国,西南,成都,系固件,苏江丽,0.4,3,四川,办公用品,公司,US-2017-2977814,2017/12/31,标准级,99.0
-0.37,1,KitchenAid,"KitchenAid 搅拌机, 白色",-399.0,2018/9/2,中国,西南,内江,器具,梁婵娟,0.4,4,四川,办公用品,公司,US-2018-4572693,2018/8/28,标准级,1086.0
-0.64,1,OIC,"OIC 回形针, 混合尺寸",-85.0,2016/11/12,中国,西南,成都,系固件,曾锦,0.4,4,四川,办公用品,公司,US-2016-2298972,2016/11/7,标准级,133.0
0.07,1,Cardinal,"Cardinal 装订机盖, 实惠",9.0,2017/11/3,中国,西南,成都,装订机,宋栋,0.4,4,四川,办公用品,公司,US-2017-5578438,2017/10/29,标准级,134.0
0.11,1,Accos,"Accos 订书钉, 整包",18.0,2016/11/30,中国,西南,成都,系固件,邱刚,0.4,5,四川,办公用品,公司,CN-2016-5378913,2016/11/26,标准级,153.0
-0.07,1,Ibico,"Ibico 订书机, 实惠",-48.0,2018/12/29,中国,西南,潼川,装订机,尹凤,0.4,5,四川,办公用品,公司,CN-2018-3108642,2018/12/24,标准级,720.0
0.0,1,Wilson Jones,"Wilson Jones 孔加固材料, 透明",0.0,2016/9/15,中国,西南,绵阳,装订机,杨欢,0.4,5,四川,办公用品,公司,US-2016-4375818,2016/9/10,标准级,56.0
-0.52,1,Fiskars,"Fiskars 剪刀, 锯齿状",-202.0,2016/7/22,中国,西南,自贡,用品,谭立,0.4,7,四川,办公用品,公司,CN-2016-2018203,2016/7/18,标准级,389.0
0.0,1,Office Star,"Office Star 扶手椅, 黑色",0.0,2016/7/2,中国,东北,宝山,椅子,胡锦,0.0,1,黑龙江,家具,公司,CN-2016-4162714,2016/6/29,一级,2170.0
0.04,1,Office Star,"Office Star 椅垫, 红色",37.0,2016/9/28,中国,东北,宝山,椅子,薛荷,0.0,3,黑龙江,家具,公司,CN-2016-3240329,2016/9/27,一级,921.0
-0.15,1,Bevis,"Bevis 木桌, 黑色",-822.0,2017/10/27,中国,东北,林口,桌子,洪毅,0.25,3,黑龙江,家具,公司,US-2017-1267778,2017/10/24,一级,5603.0
-0.25,1,Bush,"Bush 柜, 金属",-200.0,2018/5/17,中国,东北,凌源,书架,范立荣,0.4,2,辽宁,家具,公司,CN-2018-5739201,2018/5/15,一级,800.0
-0.27,1,Novimex,"Novimex 沙滩椅, 黑色",-98.0,2015/7/21,中国,东北,丹东,椅子,潘涛,0.4,3,辽宁,家具,公司,CN-2015-1893791,2015/7/18,一级,366.0
-0.07,1,宜家,"宜家 古典书架, 黑色",-309.0,2017/12/8,中国,东北,本溪,书架,洪强,0.4,4,辽宁,家具,公司,US-2017-1070056,2017/12/6,一级,4627.0
-0.37,1,Hon,"Hon 沙滩椅, 可调",-196.0,2016/9/27,中国,东北,辽阳,椅子,谭立,0.4,4,辽宁,家具,公司,CN-2016-2693856,2016/9/25,一级,534.0
0.07,1,Deflect-O,"Deflect-O 闹钟, 一包多件",65.0,2017/9/20,中国,东北,凌源,用具,田武,0.4,7,辽宁,家具,公司,US-2017-2841000,2017/9/18,一级,987.0
-0.07,1,宜家,"宜家 搁架, 传统",-254.0,2016/3/19,中国,东北,沈阳,书架,洪梦,0.4,8,辽宁,家具,公司,US-2016-4988987,2016/3/16,一级,3816.0
-0.6,1,Lesro,"Lesro 咖啡桌, 黑色",-1693.0,2018/11/15,中国,东北,凤城,桌子,刘乐,0.6,6,辽宁,家具,公司,US-2018-4575912,2018/11/13,一级,2822.0
0.46,1,Bush,"Bush 书库, 传统",782.0,2018/1/4,中国,中南,洛阳,书架,潘琼,0.0,1,河南,家具,公司,CN-2018-4364300,2018/1/3,一级,1700.0
0.43,1,Sauder,"Sauder 书库, 传统",1556.0,2016/8/11,中国,中南,徐城,书架,冯莲,0.0,2,广东,家具,公司,CN-2016-3322413,2016/8/9,一级,3618.0
0.07,1,Rubbermaid,"Rubvermaid 相框, 黑色",50.0,2016/5/4,中国,中南,广州,用具,袁梅,0.0,3,广东,家具,公司,US-2016-2075782,2016/5/2,一级,725.0
0.17,1,Deflect-O,"Deflect-O 框架, 一包多件",349.0,2015/4/23,中国,中南,阳春,用具,薛芳,0.0,4,广东,家具,公司,CN-2015-2936253,2015/4/20,一级,2055.0
-0.08,1,Office Star,"Office Star 摇椅, 每套两件",-47.0,2015/4/23,中国,中南,阳春,椅子,薛芳,0.1,1,广东,家具,公司,CN-2015-2936253,2015/4/20,一级,601.0
0.2,1,Novimex,"Novimex 扶手椅, 红色",769.0,2015/10/17,中国,中南,广州,椅子,邱谦,0.1,2,广东,家具,公司,CN-2015-3269021,2015/10/14,一级,3847.0
0.37,1,Office Star,"Office Star 摇椅, 可调",442.0,2015/4/23,中国,中南,阳春,椅子,薛芳,0.1,2,广东,家具,公司,CN-2015-2936253,2015/4/20,一级,1205.0
0.19,1,Office Star,"Office Star 凳子, 可调",280.0,2017/5/14,中国,中南,玉林,椅子,邓秋,0.1,2,广西,家具,公司,US-2017-4505574,2017/5/13,一级,1482.0
0.43,1,Novimex,"Novimex 折叠椅, 可调",308.0,2018/5/16,中国,中南,焦作,椅子,邱丽雪,0.1,2,河南,家具,公司,CN-2018-2386979,2018/5/14,一级,712.0
-0.02,1,Hon,"Hon 扶手椅, 可调",-129.0,2015/12/2,中国,中南,虎门,椅子,范彩,0.1,3,广东,家具,公司,US-2015-2688173,2015/11/29,一级,5791.0
0.41,1,Office Star,"Office Star 椅垫, 可调",472.0,2018/8/26,中国,中南,汕头,椅子,郝壁,0.1,4,广东,家具,公司,CN-2018-4475873,2018/8/25,一级,1148.0
-0.09,1,Hon,"Hon 沙滩椅, 黑色",-64.0,2018/11/4,中国,中南,周口,椅子,梁安,0.1,4,河南,家具,公司,US-2018-1564715,2018/11/3,一级,718.0
0.04,1,Safco,"SAFCO 椅垫, 每套两件",92.0,2018/8/23,中国,中南,云浮,椅子,毛丽美,0.1,8,广东,家具,公司,CN-2018-2203847,2018/8/21,一级,2086.0
0.39,1,Harbour Creations,"Harbour Creations 扶手椅, 可调",10108.0,2016/10/1,中国,中南,洛阳,椅子,谷莲,0.1,13,河南,家具,公司,US-2016-4150614,2016/9/28,一级,25995.0
-0.45,1,Sauder,"Sauder 书库, 白色",-1475.0,2015/1/9,中国,中南,武汉,书架,洪毅,0.4,3,湖北,家具,公司,CN-2015-2554132,2015/1/8,一级,3277.0
0.13,1,宜家,"宜家 柜, 金属",318.0,2018/9/5,中国,中南,宜城,书架,戴珑,0.4,6,湖北,家具,公司,CN-2018-5943918,2018/9/4,一级,2384.0
0.15,1,Tenex,"Tenex 框架, 一包多件",416.0,2015/7/15,中国,中南,宜昌,用具,白婵,0.4,9,湖北,家具,公司,CN-2015-5908054,2015/7/12,一级,2773.0
0.19,1,Office Star,"Office Star 折叠椅, 红色",81.0,2018/6/7,中国,华东,南昌,椅子,彭婉,0.0,1,江西,家具,公司,CN-2018-5542988,2018/6/6,一级,428.0
0.46,1,宜家,"宜家 柜, 黑色",617.0,2017/1/11,中国,华东,寿光,书架,赖虎,0.0,2,山东,家具,公司,US-2017-2055991,2017/1/9,一级,1342.0
0.46,1,Safco,"Safco 柜, 传统",725.0,2018/6/7,中国,华东,厦门,书架,杨立勤,0.0,2,福建,家具,公司,CN-2018-5008743,2018/6/4,一级,1576.0
0.05,1,Hon,"Hon 沙滩椅, 红色",21.0,2015/4/22,中国,华东,巢湖,椅子,郭刚,0.0,2,安徽,家具,公司,CN-2015-3702485,2015/4/20,一级,421.0
0.12,1,Hon,"Hon 摇椅, 黑色",143.0,2017/6/26,中国,华东,淮北,椅子,余毅,0.0,2,安徽,家具,公司,US-2017-5082514,2017/6/25,一级,1196.0
0.29,1,Harbour Creations,"Harbour Creations 椅垫, 每套两件",201.0,2018/7/30,中国,华东,厦门,椅子,廖保,0.0,2,福建,家具,公司,CN-2018-4494383,2018/7/27,一级,693.0
0.28,1,Novimex,"Novimex 扶手椅, 红色",1197.0,2017/1/20,中国,华东,厦门,椅子,袁梅,0.0,2,福建,家具,公司,CN-2017-4433229,2017/1/18,一级,4274.0
0.47,1,Rubbermaid,"Rubvermaid 灯泡, 一包多件",83.0,2018/6/16,中国,华东,厦门,用具,白婵,0.0,2,福建,家具,公司,CN-2018-4502739,2018/6/13,一级,176.0
0.12,1,Dania,"Dania 古典书架, 黑色",692.0,2018/9/23,中国,华东,洛阳,书架,马晨,0.0,3,福建,家具,公司,CN-2018-5036114,2018/9/21,一级,5770.0
0.06,1,Novimex,"Novimex 折叠椅, 黑色",67.0,2017/10/10,中国,华东,上海,椅子,段强,0.0,3,上海,家具,公司,CN-2017-2960006,2017/10/7,一级,1117.0
0.17,1,Novimex,"Novimex 扶手椅, 每套两件",1095.0,2018/11/8,中国,华东,萍乡,椅子,巩关茵,0.0,3,江西,家具,公司,US-2018-4896054,2018/11/6,一级,6443.0
0.27,1,Eldon,"Eldon 闹钟, 一包多件",214.0,2016/1/14,中国,华东,合肥,用具,常光,0.0,3,安徽,家具,公司,US-2016-4988987,2016/1/12,一级,792.0
0.05,1,Rubbermaid,"Rubvermaid 分层置放架, 一包多件",24.0,2018/6/7,中国,华东,南昌,用具,彭婉,0.0,4,江西,家具,公司,CN-2018-5542988,2018/6/6,一级,470.0
0.5,1,Bush,"Bush 搁架, 金属",1992.0,2015/12/24,中国,华东,兖州,书架,段杰,0.0,5,山东,家具,公司,CN-2015-1658434,2015/12/21,一级,3984.0
0.08,1,Office Star,"Office Star 凳子, 每套两件",328.0,2018/6/16,中国,华东,厦门,椅子,白婵,0.0,5,福建,家具,公司,CN-2018-4502739,2018/6/13,一级,4111.0
0.3,1,Rubbermaid,"Rubvermaid 门挡, 黑色",307.0,2017/12/5,中国,华东,山亭,用具,袁丽华,0.0,5,山东,家具,公司,CN-2017-5099065,2017/12/3,一级,1022.0
0.13,1,Advantus,"Advantus 门挡, 优质",132.0,2017/12/6,中国,华东,德州,用具,谭立,0.0,5,山东,家具,公司,US-2017-3900153,2017/12/4,一级,1019.0
0.08,1,Office Star,"Office Star 凳子, 每套两件",394.0,2017/4/13,中国,华东,明水,椅子,龙娜,0.0,6,山东,家具,公司,CN-2017-4141331,2017/4/12,一级,4933.0
0.07,1,Safco,"SAFCO 凳子, 红色",328.0,2018/9/23,中国,华东,洛阳,椅子,马晨,0.0,6,福建,家具,公司,CN-2018-5036114,2018/9/21,一级,4702.0
0.48,1,Bush,"Bush 墙角架, 白色",1984.0,2018/11/27,中国,华东,宁海,书架,彭绅,0.0,7,山东,家具,公司,CN-2018-2267443,2018/11/26,一级,4133.0
0.19,1,Dania,"Dania 书架, 白色",880.0,2018/6/7,中国,华东,厦门,书架,杨立勤,0.0,8,福建,家具,公司,CN-2018-5008743,2018/6/4,一级,4633.0
0.42,1,Sauder,"Sauder 柜, 白色",4641.0,2017/9/23,中国,华东,泉州,书架,薛健,0.0,14,福建,家具,公司,CN-2017-4862116,2017/9/20,一级,11054.0
-0.05,1,Safco,"Safco 书架, 金属",-21.0,2017/6/21,中国,华东,江都,书架,曹灵,0.4,1,江苏,家具,公司,CN-2017-4020885,2017/6/18,一级,416.0
-0.22,1,Safco,"SAFCO 扶手椅, 黑色",-557.0,2018/6/9,中国,华东,扬州,椅子,丁娇,0.4,2,江苏,家具,公司,US-2018-5376503,2018/6/8,一级,2570.0
-0.43,1,Office Star,"Office Star 折叠椅, 可调",-229.0,2018/2/11,中国,华东,杭州,椅子,廖保,0.4,2,浙江,家具,公司,CN-2018-4159546,2018/2/8,一级,528.0
-0.07,1,Harbour Creations,"Harbour Creations 凳子, 可调",-68.0,2018/7/24,中国,华东,杭州,椅子,施立伟,0.4,2,浙江,家具,公司,US-2018-4373153,2018/7/22,一级,1023.0
-0.15,1,Harbour Creations,"Harbour Creations 折叠椅, 可调",-84.0,2018/1/7,中国,华东,湖州,椅子,谢斯云,0.4,2,浙江,家具,公司,US-2018-2089373,2018/1/6,一级,562.0
-0.42,1,Rubbermaid,"Rubvermaid 灯泡, 黑色",-44.0,2015/10/10,中国,华东,高邮,用具,孙谙,0.4,2,江苏,家具,公司,US-2015-2607133,2015/10/7,一级,106.0
-0.33,1,Bush,"Bush 柜, 黑色",-406.0,2017/4/9,中国,华东,苏州,书架,袁荣,0.4,3,江苏,家具,公司,CN-2017-2280831,2017/4/8,一级,1216.0
-0.05,1,Safco,"Safco 书架, 金属",-63.0,2015/10/10,中国,华东,高邮,书架,孙谙,0.4,3,江苏,家具,公司,US-2015-2607133,2015/10/7,一级,1247.0
-0.08,1,Advantus,"Advantus 闹钟, 一包多件",-36.0,2015/5/1,中国,华东,泰州,用具,马惠英,0.4,3,江苏,家具,公司,US-2015-5579979,2015/4/29,一级,432.0
-0.38,1,Deflect-O,"Deflect-O 框架, 一包多件",-592.0,2018/6/9,中国,华东,扬州,用具,丁娇,0.4,5,江苏,家具,公司,US-2018-5376503,2018/6/8,一级,1541.0
-1.38,1,Bevis,"Bevis 咖啡桌, 黑色",-4084.0,2016/9/11,中国,华东,南通,桌子,葛欢,0.6,5,江苏,家具,公司,US-2016-5510381,2016/9/8,一级,2970.0
0.37,1,Hon,"Hon 折叠椅, 可调",290.0,2018/1/30,中国,华北,北京,椅子,赖芳茵,0.0,2,北京,家具,公司,US-2018-3189070,2018/1/28,一级,783.0
0.16,1,Safco,"SAFCO 凳子, 黑色",247.0,2015/8/24,中国,华北,咸水沽,椅子,万达侠,0.0,2,天津,家具,公司,CN-2015-2662386,2015/8/21,一级,1545.0
0.1,1,Safco,"Safco 柜, 白色",240.0,2018/5/20,中国,华北,门头沟,书架,杨立勤,0.0,3,北京,家具,公司,CN-2018-5667067,2018/5/19,一级,2399.0
0.37,1,Hon,"Hon 折叠椅, 红色",703.0,2019/1/2,中国,华北,唐山,椅子,洪强,0.0,5,河北,家具,公司,CN-2018-1455994,2018/12/30,一级,1900.0
0.28,1,宜家,"宜家 书库, 白色",2869.0,2018/3/6,中国,华北,晋城,书架,何惠,0.0,6,山西,家具,公司,CN-2018-5591257,2018/3/5,一级,10245.0
0.07,1,Barricks,"Barricks 圆桌, 组装",352.0,2018/6/24,中国,华北,石家庄,桌子,孙谙,0.25,3,河北,家具,公司,CN-2018-3807036,2018/6/22,一级,5281.0
0.39,1,Deflect-O,"Deflect-O 灯泡, 一包多件",138.0,2017/7/27,中国,西北,西宁,用具,谷莲,0.0,4,青海,家具,公司,CN-2017-1638210,2017/7/24,一级,356.0
0.09,1,Rubbermaid,"Rubvermaid 闹钟, 一包多件",147.0,2018/9/26,中国,西北,西安,用具,钱宁,0.0,7,陕西,家具,公司,US-2018-1218432,2018/9/23,一级,1641.0
